country,iso3,location,source_age_group,target_age_group,contacts_per_day,source,source_type
Thailand,THA,other,infant_3_11m,young_adult_18_39y,1.118698,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,infant_3_11m,middle_adult_40_64y,0.852485,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,infant_3_11m,elderly_65plus,0.179469,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,child_1_4y,infant_0_2m,0.019507,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,child_1_4y,infant_3_11m,0.097535,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,child_1_4y,child_1_4y,0.491168,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,child_1_4y,child_5_9y,0.307337,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,child_1_4y,adolescent_10_17y,0.201561,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,child_1_4y,young_adult_18_39y,1.118698,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,child_1_4y,middle_adult_40_64y,0.852485,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,child_1_4y,elderly_65plus,0.179469,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,child_5_9y,infant_0_2m,0.008505,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,child_5_9y,infant_3_11m,0.042524,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,child_5_9y,child_1_4y,0.214141,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,child_5_9y,child_5_9y,1.14756,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,child_5_9y,adolescent_10_17y,0.642271,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,child_5_9y,young_adult_18_39y,0.916934,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,child_5_9y,middle_adult_40_64y,0.836263,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,child_5_9y,elderly_65plus,0.177114,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,adolescent_10_17y,infant_0_2m,0.00299,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,adolescent_10_17y,infant_3_11m,0.014949,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,adolescent_10_17y,child_1_4y,0.075278,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,adolescent_10_17y,child_5_9y,0.344269,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,adolescent_10_17y,adolescent_10_17y,2.462433,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,adolescent_10_17y,young_adult_18_39y,1.923966,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,adolescent_10_17y,middle_adult_40_64y,0.972777,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,adolescent_10_17y,elderly_65plus,0.170868,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,young_adult_18_39y,infant_0_2m,0.005039,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,young_adult_18_39y,infant_3_11m,0.025197,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,young_adult_18_39y,child_1_4y,0.126887,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,young_adult_18_39y,child_5_9y,0.149265,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,young_adult_18_39y,adolescent_10_17y,0.584302,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,young_adult_18_39y,young_adult_18_39y,3.210233,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,young_adult_18_39y,middle_adult_40_64y,1.843587,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,young_adult_18_39y,elderly_65plus,0.343392,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,middle_adult_40_64y,infant_0_2m,0.00319,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,middle_adult_40_64y,infant_3_11m,0.01595,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,middle_adult_40_64y,child_1_4y,0.080322,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,middle_adult_40_64y,child_5_9y,0.113085,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,middle_adult_40_64y,adolescent_10_17y,0.245413,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,middle_adult_40_64y,young_adult_18_39y,1.531466,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,middle_adult_40_64y,middle_adult_40_64y,2.266774,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,middle_adult_40_64y,elderly_65plus,0.538964,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,elderly_65plus,infant_0_2m,0.001585,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,elderly_65plus,infant_3_11m,0.007923,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,elderly_65plus,child_1_4y,0.039899,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,elderly_65plus,child_5_9y,0.056512,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,elderly_65plus,adolescent_10_17y,0.101712,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,elderly_65plus,young_adult_18_39y,0.673072,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,elderly_65plus,middle_adult_40_64y,1.271708,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Thailand,THA,other,elderly_65plus,elderly_65plus,0.695232,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,infant_0_2m,infant_0_2m,0.057527,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,infant_0_2m,infant_3_11m,0.287635,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,infant_0_2m,child_1_4y,1.409398,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,infant_0_2m,child_5_9y,1.353577,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,infant_0_2m,adolescent_10_17y,1.145571,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,infant_0_2m,young_adult_18_39y,3.697836,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,infant_0_2m,middle_adult_40_64y,1.939261,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,infant_0_2m,elderly_65plus,0.442942,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,infant_3_11m,infant_0_2m,0.057527,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,infant_3_11m,infant_3_11m,0.287635,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,infant_3_11m,child_1_4y,1.409398,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,infant_3_11m,child_5_9y,1.353577,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,infant_3_11m,adolescent_10_17y,1.145571,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,infant_3_11m,young_adult_18_39y,3.697836,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,infant_3_11m,middle_adult_40_64y,1.939261,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,infant_3_11m,elderly_65plus,0.442942,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,child_1_4y,infant_0_2m,0.057527,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,child_1_4y,infant_3_11m,0.287635,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,child_1_4y,child_1_4y,1.409398,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,child_1_4y,child_5_9y,1.353577,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,child_1_4y,adolescent_10_17y,1.145571,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,child_1_4y,young_adult_18_39y,3.697836,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,child_1_4y,middle_adult_40_64y,1.939261,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,child_1_4y,elderly_65plus,0.442942,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,child_5_9y,infant_0_2m,0.04902,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,child_5_9y,infant_3_11m,0.245098,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,child_5_9y,child_1_4y,1.20097,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,child_5_9y,child_5_9y,5.01561,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,child_5_9y,adolescent_10_17y,2.591067,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,child_5_9y,young_adult_18_39y,3.668965,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,child_5_9y,middle_adult_40_64y,2.233144,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,child_5_9y,elderly_65plus,0.529015,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,adolescent_10_17y,infant_0_2m,0.025876,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,adolescent_10_17y,infant_3_11m,0.12938,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,adolescent_10_17y,child_1_4y,0.633957,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,adolescent_10_17y,child_5_9y,1.616094,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,adolescent_10_17y,adolescent_10_17y,9.677175,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,adolescent_10_17y,young_adult_18_39y,5.375645,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,adolescent_10_17y,middle_adult_40_64y,2.465056,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,adolescent_10_17y,elderly_65plus,0.490494,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,young_adult_18_39y,infant_0_2m,0.029945,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,young_adult_18_39y,infant_3_11m,0.149727,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,young_adult_18_39y,child_1_4y,0.733656,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,young_adult_18_39y,child_5_9y,0.820426,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,young_adult_18_39y,adolescent_10_17y,1.927251,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,young_adult_18_39y,young_adult_18_39y,7.209482,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,young_adult_18_39y,middle_adult_40_64y,3.345355,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,young_adult_18_39y,elderly_65plus,0.524786,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,middle_adult_40_64y,infant_0_2m,0.023499,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,middle_adult_40_64y,infant_3_11m,0.117493,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,middle_adult_40_64y,child_1_4y,0.575711,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,middle_adult_40_64y,child_5_9y,0.747199,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,middle_adult_40_64y,adolescent_10_17y,1.322386,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,middle_adult_40_64y,young_adult_18_39y,5.005712,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,middle_adult_40_64y,middle_adult_40_64y,4.214395,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,middle_adult_40_64y,elderly_65plus,0.665569,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,elderly_65plus,infant_0_2m,0.020031,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,elderly_65plus,infant_3_11m,0.100155,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,elderly_65plus,child_1_4y,0.490753,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,elderly_65plus,child_5_9y,0.660595,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,elderly_65plus,adolescent_10_17y,0.982003,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,elderly_65plus,young_adult_18_39y,2.930581,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,elderly_65plus,middle_adult_40_64y,2.483937,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,all,elderly_65plus,elderly_65plus,0.85984,Prem/contactdata 2020 all matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,infant_0_2m,infant_0_2m,0.012469,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,infant_0_2m,infant_3_11m,0.062343,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,infant_0_2m,child_1_4y,0.305478,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,infant_0_2m,child_5_9y,0.680886,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,infant_0_2m,adolescent_10_17y,0.849203,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,infant_0_2m,young_adult_18_39y,2.23967,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,infant_0_2m,middle_adult_40_64y,1.320456,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,infant_0_2m,elderly_65plus,0.365054,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,infant_3_11m,infant_0_2m,0.012469,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,infant_3_11m,infant_3_11m,0.062343,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,infant_3_11m,child_1_4y,0.305478,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,infant_3_11m,child_5_9y,0.680886,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,infant_3_11m,adolescent_10_17y,0.849203,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,infant_3_11m,young_adult_18_39y,2.23967,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,infant_3_11m,middle_adult_40_64y,1.320456,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,infant_3_11m,elderly_65plus,0.365054,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,child_1_4y,infant_0_2m,0.012469,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,child_1_4y,infant_3_11m,0.062343,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,child_1_4y,child_1_4y,0.305478,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,child_1_4y,child_5_9y,0.680886,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,child_1_4y,adolescent_10_17y,0.849203,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,child_1_4y,young_adult_18_39y,2.23967,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,child_1_4y,middle_adult_40_64y,1.320456,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,child_1_4y,elderly_65plus,0.365054,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,child_5_9y,infant_0_2m,0.024658,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,child_5_9y,infant_3_11m,0.123291,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,child_5_9y,child_1_4y,0.604121,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,child_5_9y,child_5_9y,0.50899,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,child_5_9y,adolescent_10_17y,1.045437,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,child_5_9y,young_adult_18_39y,2.110153,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,child_5_9y,middle_adult_40_64y,1.425675,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,child_5_9y,elderly_65plus,0.440424,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,adolescent_10_17y,infant_0_2m,0.019182,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,adolescent_10_17y,infant_3_11m,0.095908,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,adolescent_10_17y,child_1_4y,0.469947,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,adolescent_10_17y,child_5_9y,0.652058,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,adolescent_10_17y,adolescent_10_17y,0.988368,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,adolescent_10_17y,young_adult_18_39y,1.692646,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,adolescent_10_17y,middle_adult_40_64y,1.292133,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,adolescent_10_17y,elderly_65plus,0.408156,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,young_adult_18_39y,infant_0_2m,0.018137,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,young_adult_18_39y,infant_3_11m,0.090685,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,young_adult_18_39y,child_1_4y,0.444354,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,young_adult_18_39y,child_5_9y,0.471856,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,young_adult_18_39y,adolescent_10_17y,0.60684,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,young_adult_18_39y,young_adult_18_39y,1.409275,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,young_adult_18_39y,middle_adult_40_64y,0.984182,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,young_adult_18_39y,elderly_65plus,0.324158,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,middle_adult_40_64y,infant_0_2m,0.016,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,middle_adult_40_64y,infant_3_11m,0.080002,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,middle_adult_40_64y,child_1_4y,0.392006,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,middle_adult_40_64y,child_5_9y,0.477024,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,middle_adult_40_64y,adolescent_10_17y,0.693168,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,middle_adult_40_64y,young_adult_18_39y,1.472648,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,middle_adult_40_64y,middle_adult_40_64y,1.023383,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,middle_adult_40_64y,elderly_65plus,0.382369,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,elderly_65plus,infant_0_2m,0.016509,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,elderly_65plus,infant_3_11m,0.082543,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,elderly_65plus,child_1_4y,0.404458,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,elderly_65plus,child_5_9y,0.549968,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,elderly_65plus,adolescent_10_17y,0.817157,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,elderly_65plus,young_adult_18_39y,1.810208,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,elderly_65plus,middle_adult_40_64y,1.427021,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,home,elderly_65plus,elderly_65plus,0.525906,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,school,infant_0_2m,infant_0_2m,0.007434,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,school,infant_0_2m,infant_3_11m,0.037171,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,school,infant_0_2m,child_1_4y,0.182135,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,school,infant_0_2m,child_5_9y,0.176777,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,school,infant_0_2m,adolescent_10_17y,0.013287,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,school,infant_0_2m,young_adult_18_39y,0.041305,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,school,infant_0_2m,middle_adult_40_64y,0.018098,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
South_Africa,ZAF,school,infant_0_2m,elderly_65plus,0.00027,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
